id,inclinacion_peligrosa
510,0.1541861214760414
517,0.05408859931685359
521,0.1486086508565677
522,0.3733391311335779
528,0.004282755930592761
534,0.27530243905571095
538,0.004860757991204931
539,0.13873846151275684
542,0.16141179074851186
545,0.0660482222062997
547,0.056623455428654816
548,0.011008524234979045
550,0.08029711930539017
563,0.3440077293076183
569,0.2877159519993305
573,0.38327815654381947
574,0.22368307844293545
576,0.32943447409882043
577,0.1722688519643538
579,0.013867459234444072
580,0.44983992539813444
582,0.46510159569952125
585,0.5570155463074596
586,0.5111152755331344
590,0.05435216330565137
594,0.5431720744827017
604,0.4288922503572911
606,0.016380884896340698
607,0.1745957906290319
612,0.22214681633329655
614,0.3806018548965632
615,0.39061740662154987
617,0.08080732749991902
619,0.3927912808651526
629,0.06313549898001035
632,0.007925853573690403
635,0.007925853573690403
637,0.06214631276029529
639,0.007925853573690403
640,0.007925853573690403
642,0.12107598097408902
644,0.18701084353045389
645,0.11084075082469434
648,0.06704254949328912
649,0.05886986152956804
653,0.11590931569649704
659,0.06894538547883954
661,0.03426606652001115
668,0.2309755634517813
670,0.05683826860694907
676,0.11149381303761557
683,0.12716089235225803
687,0.14824167867677576
690,0.13254321352754717
692,0.2517027153112916
694,0.33462715337022175
699,0.2617568997913672
701,0.3748262935947779
702,0.44571052622646
704,0.05025868662375094
705,0.07653902687180848
707,0.04558769557775989
710,0.15462446747827155
714,0.05046015182521614
717,0.00356711544216644
718,0.0033119604212207467
720,0.012040394986712923
721,0.027959052014613097
722,0.006742578230562834
726,0.003704117283965845
734,0.04504103585948264
736,0.011847529290245136
737,0.04384179303198669
738,0.19514773301271351
739,0.1313278309895927
740,0.028594086184133793
747,0.021463406627971533
749,0.03780599922056414
756,0.02570973260139095
757,0.22789156108344547
762,0.3779445294484377
768,0.2976887159557897
773,0.12886048266776973
774,0.1645757261080484
775,0.07068131099242823
776,0.10235866917219702
783,0.11052545658274367
788,0.07244740769866331
789,0.09844413632370437
798,0.1391480466093797
799,0.164887063859298
802,0.04436670635712617
804,0.042592053818203794
812,0.011722405056980972
816,0.016208365201908503
817,0.015553168804263053
821,0.014090733318010482
825,0.014090733318010482
829,0.014603553830830993
830,0.02336541454825006
832,0.02336541454825006
834,0.02338574583199282
835,0.016802406825622583
836,0.10401680905428075
840,0.02571907916532615
841,0.06998315292082627
843,0.01793688716416433
847,0.014090733318010482
849,0.036863059772044265
850,0.016295198512558902
852,0.011506208064601066
857,0.037970536276649675
863,0.04447139355369967
872,0.07762084727652066
878,0.024589115440018315
881,0.0297507728760995
882,0.11209998677524642
890,0.04845442966601287
899,0.05731488751726682
901,0.11260192165935369
902,0.11397572235590461
905,0.06346737119486338
907,0.06372471404271553
910,0.0954370039838886
918,0.023335598733515997
927,0.1938300158036176
929,0.18566884687352142
930,0.19046608017429448
940,0.02487813636581771
944,0.01703281771969121
953,0.020976734819303233
959,0.06981970561759754
964,0.11928647113200064
974,0.27474066368498584
975,0.19773468756231072
978,0.28252629528633183
980,0.16059789142810793
983,0.35635635833445767
989,0.4026965035339744
990,0.3885889104417542
991,0.40561428945176037
997,0.06874288692285639
999,0.03990025939934362
1004,0.1436892402468515
1005,0.18829251451962226
1008,0.03589152175018163
1009,0.03195184224066414
1013,0.013294579070043
1017,0.01369237891519047
1021,0.020142803221200344
1028,0.018985841085586267
1029,0.018659173864269622
1038,0.015396875084692233
1043,0.018484552651474622
1046,0.02192899709591906
1047,0.051842375111798185
1050,0.03444077416237366
1058,0.020558471345203257
1060,0.2457063501688996
1062,0.10338825476669405
1070,0.04405530289334912
1072,0.08067518602928105
1079,0.005742475719130734
1093,0.003446688822811923
1094,0.0022070146423619247
1096,0.01516910990101974
1099,0.14219837727614312
1104,0.01747640478752202
1106,0.052782003278881454
1111,0.05438545445449945
1114,0.19569187925126832
1120,0.08835334610993614
1121,0.1186905385680179
1124,0.05124473791720085
1128,0.07151526233303422
1129,0.0480228342245953
1134,0.13460588786030525
1137,0.05448437318139512
1145,0.13518122324776158
1148,0.044972358713961595
1149,0.03715456524060681
1151,0.16307941161504466
1152,0.066264695572229207
1156,0.09923707342399418
1161,0.029810614166288503
1164,0.07920603578882723
1171,0.0031321416409539975
1177,0.037932360570386715
1181,0.03433198510347944
1187,0.037729428943508794
1188,0.028140715479613027
1193,0.054803655652747606
1202,0.05323700265639064
1205,0.030392896562973237
1209,0.01721283679089359
1225,0.04936496738890503
1227,0.018299433204686813
1230,0.0884845787820651
1231,0.13877504917732372
1232,0.20501829524438817
1233,0.019304729503368458
1236,0.17444867167881054
1237,0.19745855804415635
1242,0.2847150656592504
1247,0.09258789612873419
1256,0.01609446724670481
1257,0.00303388096896076
1262,0.06758395003458388
1266,0.10512228120116254
1269,0.00797928620051163
1271,0.009417436697032789
1272,0.0038847372656366265
1281,0.008410075380416777
1284,0.00606048108863326
1285,0.0027222728183752486
1291,0.026682115682771262
1294,0.04268098666781951
1301,0.07574906964419906
1303,0.005004535530258171
1306,0.02031332067250057
1307,0.013885997431874643
1312,0.005778372796772157
1322,0.051416549880486224
1326,0.1430216229397249
1327,0.017276414662612673
1334,0.017360189673649436
1336,0.01776399391805941
1343,0.014120592442461808
1347,0.010960149343053891
1348,0.008511172261868141
1360,0.061662523519544446
1365,0.012869782329317661
1369,0.0622061973834824
1375,0.07234718446454683
1376,0.01981245008085661
1377,0.01655200254743798
1378,0.01655200254743798
1383,0.02715534016175973
1384,0.03082644663727575
1390,0.017002594789982357
1394,0.014107014979367762
1397,0.19103871081355758
1398,0.033009947484250436
1401,0.035136729179674295
1402,0.03604380988344174
1404,0.02637564087272047
1405,0.041711051422169874
1407,0.05584565672395885
1409,0.011566086853474423
1410,0.005527393481208664
1411,0.12660676625008996
1416,0.06541322281707407
1421,0.016374923767069314
1422,0.01970825710040265
1428,0.008665994702788117
1432,0.006616514840758273
1433,0.006616514840758273
1436,0.06893284528554382
1441,7.484745062112588e-4
1444,0.007102246988134779
1449,0.033697119422338113
1450,0.00723460419771357
1451,0.025502910049186013
1462,0.011105391742618381
1466,0.009285198685958155
1468,0.022878287369741013
1470,0.032752003048924415
1471,0.050837994662341776
1473,0.06333872683543244
1478,0.035858415528679244
1492,0.014925385371345365
1496,0.2510467845155732
1497,0.11095350048321123
1503,0.02738759561281432
1504,0.02289560051079565
1505,0.012488728082977855
1506,0.0059278815221312925
1514,0.03839530240551536
1516,0.0858610260696275
1524,8.686582220264571e-4
1530,0.01052079682072773
1533,0.01158250309852603
1536,0.03915849150115219
1540,0.009799909454903069
1541,8.686582220264571e-4
1558,0.0046086986919498104
1560,0.0029914147413325266
1564,0.04174868344825042
1570,0.022239947855511238
1573,0.022239947855511238
1576,0.0566540125492408
1577,0.07983980099045643
1580,0.07655744444796518
1582,0.011234512672235308
1587,0.05448199287922025
1589,0.06523774445748663
1590,0.03408722272374272
1591,0.030181201906950658
1598,0.0033101434504721945
1599,0.008555906710770146
1602,0.019211282634342252
1607,0.021950960207785624
1610,0.03988810903304557
1611,0.0091884881638675
1617,0.01157360138389704
1618,0.031047705524395564
1621,0.05362326677834986
1630,0.07435932528013887
1633,0.012702052759629521
1639,0.05219453294358352
1642,0.10659667836183852
1644,0.017340052168778097
1646,0.016002082769468094
1647,0.050838234476972055
1648,0.02684085989862071
1650,0.006287311623648426
1651,0.2992778594281361
1652,0.4622271434607949
1653,0.03069150810965745
1654,0.03069150810965745
1656,0.012888216925010342
1657,0.036037169616228486
1658,0.094278127489390115
1666,0.01297669777475739
1668,0.02030876216758948
1669,0.11616468589382448
1673,0.03291038110521277
1674,0.13497889445162026
1676,0.24904756242896384
1678,4.903564441716281e-4
1680,0.02106411633961032
1684,0.006177430362940004
1688,0.013524671035019547
1693,0.022015978321841326
1696,0.05301564468044611
1700,0.02831828712415013
1706,0.3158996478330945
1708,0.0828613894258466
1721,0.04852912229603928
1724,0.09021179710646997
1726,0.08749583153980177
1728,0.03535314154975561
1729,0.047267607566788515
1731,0.060946830711351485
1733,0.0827293762226509
1735,0.07281278397784864
1737,0.1268363628106185
1740,0.16338785455603566
1742,0.015684653263800415
1747,0.019256349921908732
1749,0.04917091523224805
1750,0.015367461033019846
1756,0.0532485051258457
1760,0.3291797507692797
1764,0.07027306022053491
1765,0.01441747684188026
1772,0.014951743100364713
1776,0.05274088389314469
1778,0.04412742042993967
1779,0.003719779738279728
1780,0.02402203432690891
1782,0.02402203432690891
1786,0.028611981416855996
1791,0.011454075382103085
1795,0.05402681327401184
1797,0.03000108577980255
1799,0.002605218745547489
1801,0.06777565637212452
1804,0.020773647477750845
1807,0.07157334861153182
1812,0.02102161721896986
1820,0.05862342514842602
1826,0.002592305844056131
1834,0.051176962464907924
1836,0.028144564207277477
1838,0.03462955209297902
1839,0.06776849828612784
1848,0.03104334210882532
1853,0.042545318393410296
1863,0.03706764062089096
1865,0.1425459152038106
1870,0.08022940644323921
1872,0.05803404812278152
1878,0.09190450134459478
1882,0.051163198090380786
1886,0.043919831573655976
1892,0.094464746058793
1899,0.09269195064156847
1902,0.6131079152864629
1905,0.48606916150976437
1911,0.05829418534931691
1913,0.06124902165562093
1921,0.08734176314497992
1924,0.13121686458338147
1925,0.08981770987462924
1934,0.03072788721949705
1940,0.0451797312863542
1943,0.06632454634893002
1945,0.06696813569199213
1960,0.2836804329284745
1962,0.08692834756588214
1963,0.03760101684177165
1964,0.24237106535646896
1965,0.4166044304047415
1970,0.4216423262593673
1971,0.33987088119259357
1972,0.03162390358271045
1976,0.08926075387015664
1979,0.3072363260408644
1982,0.2939126203111691
1984,0.25815454975001806
1992,0.38328622321481975
1993,0.3749322947310084
1996,0.18694673012822308
2001,0.031949403008449916
2013,0.33554897265064576
2014,0.5208694059960867
2015,0.06064670968804415
2017,0.5104249615516423
2020,0.028947565384681143
2027,0.027659983685334736
2028,0.027659983685334736
2030,0.07058264952352132
2032,0.028169787606903363
2039,0.03206399967323822
2044,0.3254336640699462
2049,0.13081186075844742
2053,0.047849194934380467
2057,0.020874904463332934
2059,0.029053036364008987
2061,0.039591403203942326
2067,0.08747625188989534
2068,0.10759063343068817
2070,0.13269849194575933
2075,0.08808821694732172
2091,0.33351693634714824
2093,0.12442845249854166
2095,0.18909042787810995
2096,0.3005261619257855
2100,0.04319415541803286
2107,0.004930862227413814
2109,0.29287166888864474
2111,0.016715734163941162
2112,0.013113258892583916
2113,0.0434096958669567
2124,0.012848328361973303
2128,0.3301556913795638
2129,0.07032572499553308
2134,0.05572040396622994
2141,0.2318557904492684
2150,0.11328716938246693
2157,0.259325397631822
2158,0.5639954395873609
2166,0.07662516528833856
2176,0.3878012486843248
2183,0.23926438954201737
2186,0.01178212160402572
2191,0.06749634598373921
2195,0.01808693525948826
2197,0.01123746277154487
2199,0.3112966475357122
2203,0.2704660375061631
2206,0.12059833516077172
2209,0.1359690431059496
2210,0.19022896156286323
2215,0.07888747276057927
2216,0.03021767971379659
2220,0.03968580636372106
2222,0.03865953104758116
2224,0.06978457537241685
2226,0.28494443887725873
2227,0.3119811624971358
2232,0.24563576067502899
2233,0.21097486836954762
2236,0.3995831461189362
2240,0.3710743179538112
2247,0.49685241500669747
2250,0.012988011416233656
2255,0.31776302132494766
2264,0.2268564566544537
2265,0.24008295573861313
2278,0.3260719194974358
2283,0.21832058766452894
2286,0.03495338381545445
2287,0.22203160416011614
2288,0.02228872093339643
2291,0.6092082539800168
2292,0.555245437102258
2293,0.2241543461501142
2294,0.2807984145650844
2296,0.5977216026079593
2298,0.6661892621586578
2301,0.19882400882585477
2306,0.03815570435510376
2326,0.24971861708639678
2336,0.5437517686808561
2341,0.15988763174772563
2342,0.14621840798457197
2343,0.03925772733640418
2346,0.0665572377631977
2349,0.10220417909732428
2356,0.004167768819100745
2358,0.4949456339339006
2372,0.03947811361437029
2373,0.11695912273658889
2374,0.11544872043935354
2375,0.004543022540363159
2386,0.3122462009857592
2388,0.12877362133488862
2391,0.33029800676231424
2393,0.11745075249956387
2396,0.4180273289021286
2398,0.43206568429826775
2399,0.16137074928704617
2400,0.019741824522641817
2404,0.04904922534376415
2407,0.005364712084383169
2408,0.057523185012166446
2414,0.02940577593091118
2423,0.0038619981691673287
2424,0.03797239306341206
2430,0.13455984899606002
2431,0.11562482245026359
2432,0.016220871128893703
2451,0.05316499370084624
2452,0.004170322213734803
2458,0.5680648464267654
2462,0.13612159385128061
2464,0.2784665208656518
2473,0.48726787044912867
2476,0.47534162095282073
2477,0.39830127892753725
2484,0.044846995884237836
2490,0.006819861591395758
2494,0.22505460044913667
2495,0.643987829083259
2497,0.1325610322730624
2503,0.006902885803496056
2507,0.14391373447886582
2513,0.09157132865838818
2519,0.04902553252978687
2521,0.1119110088131877
2522,0.1034846754066068
2527,0.0033923958808898705
2534,0.3772906399435059
2535,0.4436178154826379
2540,0.05268084778427882
2546,0.08596117163624338
2548,0.038313411084926814
2549,0.04869990124641075
2556,0.05767340449985599
2558,0.5560417275262741
2562,0.06013463835052427
2565,0.1525586186399722
2568,0.1957545564622824
2573,0.46515467238256986
2581,0.05203240386138072
2582,0.36690746747853165
2583,0.06556111979950209
2586,0.01991967602319075
2590,0.11230721749920472
2594,0.23800673074897113
2596,0.2367437157994076
2597,0.23506625928058558
2599,0.033586678237511755
2600,0.022876460370150977
2608,0.12905639178163603
2609,0.15588061911650516
2610,0.1910896123740716
2611,0.26288978831129867
2614,0.010167792417370192
2624,0.09276025585572847
2626,0.024191602454872074
2627,0.011176498121255552
2629,0.02669126428650108
2630,0.03772960086534865
2632,0.26084460164340423
2635,0.11602799530546357
2644,0.013809855795340588
2649,0.03428530284041918
2650,0.3105877908782028
2652,0.20351190662761587
2658,0.016273940547294
2659,0.31650581022269275
2662,0.038729712453794314
2664,0.04464851587259773
2675,0.2118357746024428
2679,0.17330013072474648
2687,0.031144817615941626
2693,0.06794061896764957
2695,0.006829656090582562
2700,0.19344445274350042
2703,0.01533640158597936
2712,0.10933442087426973
2715,0.1464111586019509
2729,0.16427986568698885
2730,0.3307031292778794
2732,0.012529954128612887
2734,0.09568372299732406
2737,0.006780875105812573
2739,0.5140853509254806
2741,0.2823365804518823
2742,0.13741890312000482
2748,0.006837308193652377
2750,0.43719741123092093
2751,0.18677968686306481
2754,0.1554707502437245
2755,0.19899345314018987
2756,0.28499674589654733
2757,0.08708355086101915
2765,0.09630440492746882
2769,0.22962642661409077
2781,0.008606869171573616
2798,0.1614838217262761
2802,0.003736331707605808
2804,0.029150430145152874
2805,0.5715312696612268
2806,0.07601996064882666
2810,0.07364578653332933
2814,0.15311728521290568
2818,0.013273637279279726
2821,0.09251396686848419
2831,0.239355261557494
2837,0.02628001931274206
2838,0.19249580893680268
2842,0.09668384398804412
2843,0.5844922809688317
2847,0.35389185504632625
2853,0.29704376346324285
2857,0.02585007873888607
2859,0.06150202345034194
2862,0.06340920818544281
2868,0.1556304566026364
2875,0.14758060690931263
2879,0.06200672156293269
2900,0.05250999682574902
2901,0.05523706029929235
2903,0.05185476218271571
2904,0.007254446701920152
2911,0.2164320674274013
2912,0.04272313809203167
2915,0.1732094016585254
2916,0.13685990643110452
2917,0.28864356418996456
2921,0.07845972574568234
2925,0.10796718503029529
2926,0.22024135698152222
2932,0.061312646173284205
2933,0.03625067267273363
2936,0.5412775741482272
2939,0.5840794563099735
2940,0.5302460407729439
2944,0.49632832377164116
2946,0.07023997958044535
2947,0.0070483379996647035
2948,0.5037409500865299
2952,0.03664928906633474
2953,0.12407400335214397
2954,0.04887598672749905
2955,0.04683894969046201
2960,0.024518877191391605
2961,0.06666975832881063
2962,0.002388353903031455
2964,0.003721687236364789
2966,9.624766475334268e-4
2972,0.43659268593810197
2978,0.34571774011493467
2995,0.025987055235365875
2999,0.04319724416923902
3005,0.04517817948091991
3006,0.013753842503025861
3011,0.14345595131586036
3014,0.04272341472437244
3022,0.1152753792619608
3023,0.09775674257708333
3042,9.624766475334268e-4
3043,0.08083574105206794
3045,0.11900954667823738
3047,0.14523184273206435
3050,0.35317163893443215
3058,0.09808592243293779
3059,0.13754850058631315
3063,0.1478860984574056
3068,0.17254646830763926
3071,0.2042534156145039
3078,0.42613610247349004
3081,0.06179935376209809
3084,0.3249050635093487
3085,0.2617381643836873
3087,0.3540850503701336
3089,0.14951947915275884
3093,0.09482013843079135
3098,0.39547335999852906
3101,0.14260282171368785
3110,0.15683695339058312
3114,0.31945477249109855
3121,0.07742484458617485
3122,0.03488902049194148
3125,0.06293595111134384
3128,0.1759794916238446
3131,0.19457046406317918
3132,0.08026613751344265
3151,0.011648492728764625
3153,0.35297339204854505
3155,0.3720290427734747
3156,0.001582290721277666
3160,0.06482645734689027
3161,0.009937869447939495
3163,0.09910398134560197
3170,0.40379412222797784
3175,0.04221290416903645
3176,0.04046336806826339
3192,7.317760275019604e-4
3194,0.07513250421940734
3201,0.04374534102768758
3205,0.053288015143767936
3208,0.19732712696095842
3209,0.06947741570470775
3215,0.2901420147849846
3216,0.040491107093434724
3222,0.06314918925905538
3223,0.28091544544518965
3227,0.057947667509114696
3235,0.061112408874401725
3236,0.10592855258146683
3250,0.09140374009881913
3254,0.0010454257033085698
3257,0.061432412955458954
3258,0.067723401500495
3267,0.04482402092689347
3271,0.038706183867846855
3273,0.24168264243718743
3274,0.14499807744990895
3278,0.406137028854973
3290,0.026009964840806223
3297,0.01580959293353943
3305,0.20974439721742388
3313,0.05304004722063322
3315,0.29909536510580376
3320,0.017734199178317773
3321,0.016964968409087004
3322,0.21996947006385573
3325,0.40195778217861367
3334,0.08609924782449853
3337,0.08939019927133067
3344,0.302882186458656
3348,0.03725777928902492
3351,0.06274353510080662
3355,0.3497091322011093
3356,0.2956849684918982
3358,0.03887269083446053
3368,0.03274365416257571
3369,0.1362341597145044
3372,0.018175665961968544
3374,0.018756565936577037
3382,0.1642989355389286
3387,0.023237559775761224
3390,0.3242064041089519
3391,0.08820217798821016
3394,0.11730789240109182
3400,0.1685000544470034
3404,0.06398633469011826
3407,0.33425302532372836
3412,0.4359172110478111
3416,0.01924425567902378
3417,0.2955570050003207
3420,0.14721466568875563
3421,0.15054799902208896
3424,0.010327157549970444
3426,0.4099797434644325
3429,0.2014107269773687
3430,0.26301787140545446
3431,0.23369552236954713
3435,0.22158997792178753
3438,0.08335463517115549
3447,0.0055868329557132645
3451,0.014175712051557727
3453,0.007272326984176381
3454,0.05549364520045788
3456,0.07834139148725529
3458,0.019417083942292964
3464,0.1412252308852209
3465,0.0715000140109916
3472,0.07241009621953474
3477,0.04617164961942628
3479,0.0935708218288347
3484,0.0325152396378266
3486,0.07077916091146294
3487,0.13719213385428203
3489,0.060758250773703004
3492,0.266119109291289
3493,0.28123494107884683
3508,0.013628479943246348
3509,0.04637597278523626
3510,0.08026382457472918
3512,0.0390920319793675
3513,0.1630414046193352
3515,0.14445340060795983
3522,0.0325509099342258
3523,0.006762352088249109
3526,0.07319803904389541
3529,0.02302631225267746
3542,0.31100421243484033
3544,0.314594080442576
3551,0.3573351121884051
3553,0.41175870358300243
3554,0.3488503285370284
3555,0.18389435852852007
3565,0.16289719537368438
3566,0.24949751888853
3567,0.16048467955152396
3568,0.33344930842862347
3579,0.12450611149898855
3580,0.12946092049487043
3581,0.15896246491118526
3586,0.07818531193371961
3599,0.0046780779461391446
3602,0.025071907260574507
3603,0.04188981165080337
3605,0.02041629553235752
3607,0.029080196969725764
3610,0.02333862119746759
3615,0.38654480907714567
3616,0.46912533762187336
3617,0.09229600257253646
3623,0.16851175288901507
3626,0.025073132043551136
3627,0.060115268954189956
3629,0.24728209488227024
3632,0.41230556622676706
3639,0.020903077479972502
3642,0.05387945130688048
3643,0.01635110615380763
3645,0.16280222931673755
3648,0.01944578874721402
3649,0.14989877142018274
3653,0.00605160039261618
3658,0.011982363989269858
3659,0.06043510773066198
3665,0.05394843269665319
3673,0.02345202139153466
3677,0.056916215951614904
3679,0.03668311943974441
3681,0.05447177150717047
3686,0.15549872107081464
3695,0.13758587019289847
3698,0.12698896929058745
3702,0.03805750845474109
3709,0.0436453236827508
3710,0.4506450110625458
3720,0.30671098322883156
3722,0.01482878064866838
3724,0.07799462172719919
3726,0.015562935145942846
3727,0.0429100261629425
3728,0.275248749452339
3730,0.0377290499350134
3735,0.018611226629559198
3749,8.135051545209425e-4
3750,0.07266733889761999
3754,0.057554444672451195
3757,0.08174126289635808
3760,0.48377885126656023
3761,0.22264380978521378
3766,0.013743668197999513
3771,0.07276524192605792
3773,8.135051545209425e-4
3781,0.1273886039673335
3785,0.33743012100292996
3787,0.3446397074871481
3788,0.3275582094566355
3792,0.08633546799161089
3797,0.14349700422389575
3798,0.04185629321431038
3804,0.07144824040702913
3811,0.38864894164320984
3818,0.3701444674168612
3819,0.06270967677726205
3822,0.07161970429193663
3827,0.45789784679112483
3829,0.10994974964089901
3835,0.46416632323804224
3836,0.10890697623990299
3838,0.05106265972678012
3840,0.014886833356414627
3843,0.05997155304215399
3844,0.1443674508608223
3847,0.034765768049456795
3852,0.12041680500557746
3859,0.033459165257893775
3860,0.2766260178219275
3863,0.06886698248217439
3864,0.01429514308193224
3866,0.10791541883527576
3870,0.1999586183604011
3873,0.025685619885428678
3874,0.009495071410191432
3881,0.04735842079936607
3888,0.05314124673619313
3896,0.09788257592940514
3902,0.11584704926176723
3903,0.03548664178162783
3906,0.15142586918362275
3908,0.002883021085916674
3909,0.1426244495834463
3911,0.3280116503952034
3914,0.017245575216913375
3915,0.4097954800568424
3919,0.18094724459784592
3920,0.19543254818328323
3923,0.2216452030930454
3924,0.11902926030074658
3927,0.2762294179913718
3930,0.4109637075081846
3936,0.12699026925608525
3938,0.0020475543297465886
3941,0.04384503315781399
3948,0.003230497057057919
3949,0.10935586948740765
3955,0.08930495414090692
3958,0.04888220893469813
3959,0.09529614581673596
3962,0.11223609239355938
3966,0.21122783553429206
3967,0.011113485924602375
3974,0.25111852402385937
3977,0.047403264566968834
3978,0.3424758369172812
3981,0.3463563228181071
3984,0.01779816339180861
3985,0.01779816339180861
3987,0.015575941169586388
3992,0.21652738208244898
3993,0.09736562038946163
3998,0.38458489033090554
4007,0.04536879338011814
4008,0.25400049905735905
4011,0.09220986377132662
4013,0.40708576214337844
4014,0.08673216080139823
4015,0.014423183471398211
4019,0.46812812080059407
4027,0.06490779357416505
4028,0.07978280146561237
4031,0.03014029962009618
4040,0.1314762011892792
4041,0.19617132854859898
4042,0.21947499924669575
4043,0.004684954216896669
4047,0.008831377121041033
4053,0.10561547705775695
4054,0.0016016167074508873
4055,0.0016016167074508873
4056,0.09640426080244374
4063,0.11992173321126359
4066,0.11925044669375047
4070,0.04970290591714221
4073,0.16313009246198157
4074,0.061171679907465165
4075,0.035862186559948196
4082,0.017398431029622827
4084,0.005468200434648172
4091,0.17679627933001738
4094,0.08693649541786795
4095,0.014737347365458812
4096,0.43933540021170897
4098,0.07177525635239511
4101,0.065215822770094925
4103,0.26733221707129234
4104,0.023791362269316003
4107,0.05179728775710472
4110,0.18556624438763855
4114,0.04796402506494697
4117,0.03320396003629361
4118,0.011198377153713135
4121,0.16937612406490193
4126,0.19855741266947977
4128,0.041875026584454196
4137,0.006180793227300787
4138,0.043732200849070625
4147,0.44332854417346784
4152,0.3255587137112454
4155,0.040768090251006105
4156,0.1268393998205128
4157,0.02239269451252324
4163,0.3166406537746241
4167,0.1433152162194128
4171,0.4667697271192276
4172,0.11393050676723819
4179,0.5056678493688725
4183,0.2808882749405427
4186,0.024127321046586294
4189,0.05956421941276144
4190,0.4679704702353189
4193,0.02791559901561125
4196,0.12023326512727386
4200,0.03930961472432319
4211,0.32290392025559317
4214,0.22131925546938508
4218,0.0864583760502917
4220,0.07213994532840984
4221,0.03560949195922001
4223,0.08799065545607417
4229,0.06622602645605677
4230,0.09461076050385121
4232,0.14367242834799818
4239,0.1269473209539431
4241,0.026220576191975074
4244,0.06859886752678322
4246,0.022896601841927634
4248,0.2653614121012086
4251,0.3682071854343245
4252,0.27208513253337346
4254,0.3770538303183572
4257,0.061876346429506825
4260,0.14743683063302707
4261,0.44165133975523524
4264,0.09806309376778956
4266,0.1723401747448591
4270,0.09268773075332859
4277,0.06657649651531687
4278,0.12138420245026471
4285,0.06191140668952258
4288,0.36390802934253086
4289,0.3253657102224424
4293,0.13229351406572185
4296,0.06554627188945118
4300,0.1594543431900972
4301,0.08345331762705407
4304,0.15860196977040805
4313,0.111011336831321
4314,0.10161266322588644
4318,0.3794822970613312
4323,0.08274635997679239
4326,0.36211665461307674
4327,0.31360921283745086
4333,0.07158652758851679
4337,0.09142104793024322
4345,0.12776602881259772
4346,0.19987981164802657
4348,0.13634369458451168
4350,0.10256032485489835
